country,keywords
Aruba,"Keshi Yena,Funchi,Kibbeh,Baked Plantains,Barracuda,Stoba,Cabrito,Kudu Stew,Aruban Chicken,Saffron Rice,Fried Plantains,Coconut Rice,Fish Cakes,Beef Stew,Sushi,Ropa Vieja,Coconut Bread,Yuca Fries,Beef Croquettes,Fried Yuca,Fried Fish,Fried Pork,Fried Chicken,Soups,Stews,Salads,Fruits,Vegetables,Rice and Beans,Grouper,Snapper,Mahi Mahi,Tuna,Lobster,Conch,Octopus,Shrimp,Fish Fritters,Ceviche,Keshi Yena Fritters,Curacao Liqueur,Rum,Papaya Juice,Coconut Water,Guava Juice,Sorrel Juice,Pina Colada,Local Beers,Local Wines,Keshi Yena Pie,Aruban Bread,Empanadas,Pastechi,Guacamole,Salsa,Cheese,Olives,Breadfruit,Guava Jelly,Coconut Jam,Tamarind Sauce,Aloe Vera Juice,Papaya Jam,Chaya Tea,Coconut Tea,Almond Milk,Cashew Milk,Pumpkin Soup,Pumpkin Fritters,Pumpkin Bread,Pumpkin Cake,Pumpkin Pie,Pumpkin Pudding,Pumpkin Curry,Pumpkin Risotto,Pumpkin Stew,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup,Pumpkin Soup"
Australia,"Barramundi,Vegemite,Pavlova,Anzac Biscuits,Lamingtons,Tim Tams,Meat Pies,Damper,Emu,Kangaroo,Feral Pig,Crocodile,Barbecue,Seafood,Sausages,Sushi,Dim Sim,Kebab,Falafel,Chiko Roll,Wattleseed,Macadamia Nuts,Wattleseed,Fruits,Apples,Bananas,Oranges,Pineapples,Mangoes,Lychees,Avocados,Berries,Melons,Peaches,Nectarines,Plums,Pawpaws,Passionfruit,Grapes,Limes,Lemons,Kumquats,Pears,Quinces,Custard Apples,Coconuts,Olives,Nuts,Cashews,Almonds,Walnuts,Hazelnuts,Chestnuts,Bread,Sourdough,Ciabatta,Focaccia,Baguettes,Wraps,Pita Bread,White Bread,Rye Bread,Wheat Bread,Milk,Cheese,Yoghurt,Ice Cream,Butter,Cream,Coffee,Tea,Soft Drinks,Beer,Wine,Spirits,Barley,Wheat,Oats,Rice,Pasta,Barley,Lentils,Beans,Chickpeas,Tofu,Tempeh,Soy Milk,Honey,Jam,Marmalade,Vegemite,Mustard,BBQ Sauce,Mayonnaise,Salad Dressing,Pickles,Relish,Chutney,Olives,Sauerkraut"
Austria,"Wiener Schnitzel,Tafelspitz,Gulasch,Knödel,Kaiserschmarrn,Apfelstrudel,Palatschinken,Germknödel,Marillenknödel,Kärntner Reindling,Beuschel,Kaspressknödel,Tiroler Gröstl,Kaiserschmarrn,Sachertorte,Kletzenbrot,Fleischlaberl,Leberkäse,Erdäpfelkas,Germknödel,Kärntner Nudelsalat,Kärntner Kasnudeln,Bauernschmaus,Kasnudeln,Schweinsbraten,Tiroler Käsespätzle,Kärntner Rehrücken,Fritattensuppe,Kärntner Nudelauflauf,Tiroler Speckknödel,Rindsuppe,Erdäpfelsalat,Kärntner Kasnudeln,Kärntner Knödel,Marillenknödel,Kärntner Käsekrainer,Rehrücken,Kärntner Kasnudeln,Kärntner Nudelsuppe,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln,Kärntner Kasnudeln"
Azerbaijan,"Plov,Dushbara,Kebab,Dolma,Börek,Shekerbura,Qutab,Sabzi,Shorgoghal,Choban Salat,Badimjan Salat,Piti,Qutab,Bozbash,Lavangi,Gavurdagi Salat,Dovga,Khingal,Sujuk,Goghal,Pilaf,Jiz-Biz,Dovga,Kuku,Dolma,Kebab,Choban Salat,Qutab,Bozbash,Shekerbura,Badimjan Salat,Gavurdagi Salat,Piti,Khingal,Goghal,Lavangi,Sujuk,Pilaf,Jiz-Biz,Kuku,Börek,Piti,Shekerbura,Dushbara,Dovga,Kebab,Choban Salat,Qutab,Bozbash,Badimjan Salat,Gavurdagi Salat,Khingal,Goghal,Lavangi,Sujuk,Pilaf,Jiz-Biz,Kuku,Börek,Piti,Shekerbura,Dushbara,Dovga,Kebab,Choban Salat,Qutab,Bozbash,Badimjan Salat,Gavurdagi Salat,Khingal,Goghal,Lavangi,Sujuk,Pilaf,Jiz-Biz,Kuku,Börek,Piti,Shekerbura,Dushbara,Dovga,Kebab,Choban Salat,Qutab,Bozbash,Badimjan Salat,Gavurdagi Salat,Khingal,Goghal,Lavangi,Sujuk,Pilaf,Jiz-Biz,Kuku,Börek,Piti,Shekerbura,Dushbara,Dovga,Plov"
Bahamas,"Conch,Grouper,Lobster,Boiled Fish,Fried Fish,Conch Fritters,Souse,Johnny Cake,Peas Soup,Rice and Peas,Boiled Dumplings,Macaroni and Cheese,Potato Salad,Potato Fritters,Potato Pancakes,Bahamian Stew Fish,Grilled Fish,Fried Plantains,Fried Cassava,Coconut Bread,Guava Duff,Sky Juice,Guava Jelly,Guava Cheese,Bahamian Rum Cake,Pineapple Tart,Coconut Tart,Coconut Pie,Coconut Pudding,Coconut Rice,Bahamian Rum Punch,Goombay Punch,Bahama Mama,Bahamian Swizzle,Bahamian Johnny Cake,Bahamian Johnny Bread,Bahamian Onion Pie,Bahamian Pumpkin Pie,Bahamian Coconut Pie,Bahamian Coconut Tart,Bahamian Cornbread,Bahamian Macaroni Pie,Bahamian Potato Salad,Bahamian Macaroni and Cheese,Bahamian Fish Fry,Bahamian Fish Chowder,Bahamian Seafood Salad,Bahamian Conch Salad,Bahamian Boiled Fish,Bahamian Escovitch Fish,Bahamian Conch Fritters,Bahamian Conch Stew,Bahamian Jerk Chicken,Bahamian Jerk Pork,Bahamian Fish Cakes,Bahamian Crab Cakes,Bahamian Curried Goat,Bahamian Curried Chicken,Bahamian Curried Mutton,Bahamian Fried Rice,Bahamian Fried Plantains,Bahamian Fried Cassava,Bahamian Boiled Plantains,Bahamian Boiled Cassava,Bahamian Boiled Dumplings,Bahamian Boiled Yams,Bahamian Boiled Bananas,Bahamian Boiled Sweet Potatoes,Bahamian Boiled Breadfruit,Bahamian Boiled Potatoes,Bahamian Boiled Onions,Bahamian Boiled Tomatoes,Bahamian Boiled Peas,Bahamian Boiled Rice,Bahamian Boiled Spinach,Bahamian Boiled Kale,Bahamian Boiled Okra,Bahamian Boiled Corn,Bahamian Boiled Carrots,Bahamian Boiled Squash,Bahamian Boiled Pumpkin,Bahamian Boiled Cabbage,Bahamian Boiled Peanuts,Bahamian Boiled Beans,Bahamian Boiled Green Bananas,Bahamian Boiled Plantain Fritters,Bahamian Boiled Cassava Fritters,Bahamian Boiled Yam Fritters,Bahamian Boiled Sweet Potato Fritters,Bahamian Boiled Breadfruit Fritters,Bahamian Boiled Potato Fritters,Bahamian Boiled Onion Fritters,Bahamian Boiled Tomato Fritters,Bahamian Boiled Pea Fritters,Bahamian Boiled Rice Fritters,Bahamian Boiled Spinach Fritters,Bahamian Boiled Kale Fritters,Bahamian Boiled Okra Fritters,Bahamian Boiled Corn Fritters,Bahamian Boiled Carrot Fritters,Bahamian Boiled Squash Fritters"
Bahrain,"Machboos,Kabsa,Harees,Thareed,Balaleet,Khabeesa,Biryani,Samboosa,Shorba,Jireesh,Luqaimat,Chabab,Ghoozi,Muhammar,Fattayer,Bamiyya,Qouzi,Maglooba,Samak Mashwi,Khameer,Kinafa,Halwa,Madrooba,Jareesh,Khabees,Khobz,Tharid,Maqli,Muhallabia,Khameer bi Laban,Hareesa,Luqaimat,Biryani,Fattoush,Baba Ghanoush,Hummus,Tabouleh,Falafel,Shawarma,Kebab,Samak Harra,Machboos Laham,Fattet Hummus,Fattet Makdous,Fattet Batinjan,Fattet Laban,Fattet Djaj,Fattet Tabbouleh,Fattet Falafel,Fattet Shawarma,Fattet Kebab,Fattet Samak Harra,Fattet Laham,Fattet Makdous,Fattet Batinjan,Fattet Laban,Fattet Djaj,Fattet Tabbouleh,Fattet Falafel,Fattet Shawarma,Fattet Kebab,Fattet Samak Harra,Kofta,Biryani,Machboos,Kabsa,Harees,Thareed,Balaleet,Khabeesa,Samboosa,Shorba,Jireesh,Luqaimat,Chabab,Ghoozi,Muhammar,Fattayer,Bamiyya,Qouzi,Maglooba,Samak Mashwi,Khameer,Kinafa,Halwa,Madrooba,Jareesh,Khabees,Khobz,Tharid,Maqli,Muhallabia,Khameer bi Laban,Hareesa,Luqaimat,Biryani,Fattoush,Baba Ghanoush,Hummus,Tabouleh"
Bangladesh,"Rice,Curry,Fish,Vegetables,Lentils,Tea,Lassi,Biryani,Kebab,Korma,Paratha,Chapati,Pulao,Biriyani,Chutney,Samosa,Pakora,Jhalmuri,Pitha,Pitha Puli,Payesh,Bhapa Pitha,Bhapa Ilish,Shorshe Ilish,Chitol Mach,Bata Diye Maach,Maacher Jhol,Mughlai Paratha,Dalna,Kalia,Dimer Dalna,Dhokar Dalna,Doi Mach,Doi Begun,Begun Bhaja,Begun Pora,Jhal Muri,Fuchka,Jhalmuri,Chatpati,Jilapi,Piyaju,Shorbot,Muri,Muri Ghonto,Dhokar Dalna,Chitol Mach,Bata Diye Maach,Shutki,Shutki Maach,Bori,Bori Bhaja,Bhorta,Bhorta Bhaja,Chingri,Chingri Malai Curry,Ilish,Ilish Bhapa,Ilish Paturi,Ilish Macher Jhal,Macher Matha Diye,Macher Kalia,Macher Jhol,Bhetki,Bhetki Paturi,Bhetki Macher Jhal,Shrimp,Shrimp Curry,Prawn,Prawn Curry,Chotpoti,Mishti Doi,Mishti Pulao,Roshogolla,Sandesh,Payesh,Rasmalai,Kheer,Halwa,Gulab Jamun,Shondesh,Patishapta,Chhanar Dalna,Chhanar Jilapi,Chhanar Kalia,Chhanar Pulao,Chhanar Payesh,Kachchi Biryani,Tehari,Tehari Biryani,Tehari Pulao,Tehari Payesh,Baked Fish,Fish Fry,Fish Curry,Shrimp Fry,Shrimp Curry,Prawn Fry,Prawn Curry,Chotpoti"
Barbados,"Flying Fish,Cou-Cou,Conkies,Fish Cakes,Sweet Potato Pudding,Macaroni Pie,Roast Breadfruit,Rice and Peas,Bakes,Cutters,Fish Fritters,Souse,Fried Plantain,Fried Dumplings,Fried Codfish,Fried Jackfish,Fried Bakes,Fried Sweet Potato,Fried Plantain Balls,Fried Flying Fish,Fried Saltfish,Fried Saltfish Cakes,Stewed Saltfish,Stewed Pork,Stewed Chicken,Stewed Beef,Stewed Mutton,Pepperpot,Callaloo,Bajan Rice,Bajan Macaroni Pie,Bajan Fried Rice,Bajan Fried Plantain,Bajan Fried Dumplings,Bajan Fried Jackfish,Bajan Fried Bakes,Bajan Fried Sweet Potato,Bajan Fried Plantain Balls,Bajan Fried Flying Fish,Bajan Fried Saltfish,Bajan Fried Saltfish Cakes,Bajan Stewed Saltfish,Bajan Stewed Pork,Bajan Stewed Chicken,Bajan Stewed Beef,Bajan Stewed Mutton,Bajan Pepperpot,Bajan Callaloo,Coconut Bread,Plantain Bread,Sweet Bread,Spice Bun,Coconut Sweetbread,Banana Bread,Banana Cake,Sweet Potato Pone,Coconut Tart,Sweet Potato Tart,Cassava Pone,Rum Cake,Black Cake,Fish Cakes,Potato Pudding,Sweet Potato Pudding,Tamarind Balls,Tamarind Sauce,Guava Cheese,Guava Jam,Guava Jelly,Papaya Jam,Papaya Jelly,Mango Chutney,Mango Jam,Mango Jelly,Pineapple Chutney,Pineapple Jam,Pineapple Jelly,Sorrel Drink,Mauby Drink,Sea Moss Drink,Rum Punch,Mauby Punch,Sorrel Punch,Coconut Water,Coconut Milk,Coconut Ice Cream,Fruit Salad,Plantain Chips,Sweet Potato Chips,Cassava Chips,Bajan Pickles,Bajan Sauce,Bajan Pepper Sauce,Bajan Hot Sauce,Bajan Mustard,Bajan Jam,Bajan Jelly,Bajan Chutney,Bajan Pepper Jelly,Bajan Coconut Water"
Belarus,"Draniki (potato pancakes),Borscht (beetroot soup),Kvass (fermented drink),Kalduny (dumplings),Machanka (meat stew),Babka (sponge cake),Cholodnik (cold beetroot soup),Zrazy (stuffed meat rolls),Krupnik (barley soup),Kasha (porridge),Bliny (pancakes),Soljanka (sour soup),Syrniki (cottage cheese pancakes),Pampushki (doughnuts),Kolduny (meat dumplings),Grudziadzki (pancake roll),Zalivni (pickled vegetables),Kebabs (meat skewers),Vatrushki (cheese-filled pastries),Kebabchiki (minced meat kebabs),Kulesh (porridge),Satsivi (chicken in walnut sauce),Pelmeni (dumplings),Placki (potato pancakes),Holodets (meat jelly),Kvass (non-alcoholic drink),Kvass (fermented rye drink),Kvass (sourdough drink),Kvass (barley drink),Kvass (wheat drink),Kvass (rye drink),Kvass (fruit drink),Kvass (berry drink),Kvass (herbal drink),Kvass (mushroom drink),Kvass (vegetable drink),Kvass (honey drink),Kvass (spiced drink),Kvass (ginger drink),Kvass (cinnamon drink),Kvass (clove drink),Kvass (mint drink),Kvass (dill drink),Kvass (nutmeg drink),Kvass (vanilla drink),Kvass (caraway drink),Kvass (aniseed drink),Kvass (sage drink),Kvass (juniper berry drink),Kvass (cardamom drink),Kvass (coriander drink),Kvass (fennel drink),Kvass (turmeric drink),Kvass (black pepper drink),Kvass (allspice drink),Kvass (cumin drink),Kvass (horseradish drink),Kvass (strawberry drink),Kvass (cherry drink),Kvass (apricot drink),Kvass (plum drink),Kvass (pear drink),Kvass (apple drink),Kvass (peach drink),Kvass (pineapple drink),Kvass (mango drink),Kvass (banana drink),Kvass (papaya drink),Kvass (coconut drink),Kvass (watermelon drink),Kvass (grapefruit drink),Kvass (lemon drink),Kvass (cranberry drink),Kvass (blueberry drink),Kvass (melon drink),Kvass (kiwi drink),Kvass (cantaloupe drink),Kvass (honeydew drink),Kvass (grape drink),Kvass (apricot-plum drink),Kvass (apricot-pear drink),Kvass (apricot-apple drink),Kvass (apricot-peach drink),Kvass (apricot-pineapple drink),Kvass (apricot-mango drink),Kvass (apricot-banana drink),Kvass (apricot-papaya drink),Kvass (apricot-coconut drink),Kvass (apricot-watermelon drink),Kvass (apricot-grapefruit drink),Kvass (apricot-lemon drink),Kvass (apricot-cranberry drink),Kvass (apricot-blueberry drink),Kvass (apricot-melon drink),Kvass (apricot-kiwi drink),Kvass (apricot-cantaloupe drink),Kvass (apricot-honeydew drink),Kvass (apricot-grape drink),Kvass (apricot-mixed drink),Kvass (apricot-fruit drink)"
Belgium,"Belgian Waffles,Fries,Carbonnades Flamandes,Waterzooi,Stoofvlees,Moules-frites,Speculoos,Pralines,Liège Waffles,Garnaalkroketten,Flemish Stew,Filet Americain,Boulets,Bicky Burgers,Stoemp,Croquettes,Gentse Waterzooi,Spekulatius,Gentse Pap,Chicons au Gratin,Salade Liégeoise,Boudin Blanc,Brugse Zot,Tomates aux Crevettes,Pâté Croquettes,Biscuits à la Cuiller,Anguilles au Vert,Waterzooi de Poulet,Lapin à la Kriek,Stoofvlees met Pommes Frites,Stoofvlees met Appelmoes,Carbonade à la Flammande,Fricadelle,Flemish Beef Stew,Stoofkarbonaden,Waterzooi van Vis,Vol-au-vent,Flemish Rabbit,Mechelse Koekoek,Flemish Potatoes,Flemish Lamb Stew,Potjesvlees,Flemish Rabbit Stew,Speculaas,Flemish Rabbit Pie,Rabbit in Beer,Flemish Carbonnade,Bitterballen,Flemish Beef and Beer Stew,Flemish Beef Carbonnade,Flemish Beef and Beer Pie,Flemish Stew with Apples,Flemish Stew with Prunes,Flemish Stew with Raisins,Beef and Beer Stew,Flemish Beef and Beer Casserole,Flemish Beef and Beer Casserole with Prunes,Flemish Beef and Beer Casserole with Apples,Flemish Beef and Beer Casserole with Raisins,Flemish Beef and Beer Stew with Apples,Flemish Beef and Beer Stew with Prunes,Flemish Beef and Beer Stew with Raisins,Flemish Beef and Beer Pie with Apples,Flemish Beef and Beer Pie with Prunes,Flemish Beef and Beer Pie with Raisins,Flemish Beef and Beer Casserole with Mushrooms,Flemish Beef and Beer Stew with Mushrooms,Flemish Beef and Beer Pie with Mushrooms,Flemish Carbonnade with Apples,Flemish Carbonnade with Prunes,Flemish Carbonnade with Raisins,Flemish Carbonnade with Mushrooms,Boulettes de Viande,Flemish Meatballs,Flemish Meatball Stew,Flemish Meatball Pie,Flemish Meatball Casserole,Flemish Meatball Stew with Apples,Flemish Meatball Stew with Prunes,Flemish Meatball Stew with Raisins,Flemish Meatball Pie with Apples,Flemish Meatball Pie with Prunes,Flemish Meatball Pie with Raisins,Flemish Meatball Casserole with Apples,Flemish Meatball Casserole with Prunes,Flemish Meatball Casserole with Raisins,Flemish Meatball Casserole with Mushrooms,Flemish Meatball Stew with Mushrooms,Flemish Meatball Pie with Mushrooms,Flemish Rabbit Stew with Apples,Flemish Rabbit Stew with Prunes,Flemish Rabbit Stew with Raisins,Flemish Rabbit Pie with Apples,Flemish Rabbit Pie with Prunes,Flemish Rabbit Pie with Raisins,Flemish Rabbit Casserole with Apples,Flemish Rabbit Casserole with Prunes,Flemish Rabbit Casserole with Raisins,Flemish Rabbit Casserole with Mushrooms,Flemish Rabbit Stew with Mushrooms"
Belize,"Rice and Beans,Stewed Chicken,Fry Jacks,Tamales,Boil Up,Fry Fish,Stewed Beef,Fried Plantains,Salbutes,Escabeche,Fry Jueyes,Garnaches,Panades,Chirmole,Fritters,Johnny Cakes,Cassava Pone,Conch Fritters,Relleno,Ceviche,Chaya,Chorizo,Queso Blanco,Queso Frito,Tamalitos,Pibil,Caldo,Sopa de Mondongo,Sopa de Res,Sopa de Pollo,Sopa de Frijoles,Sopa de Caracol,Sopa de Pescado,Sopa de Mariscos,Cabbage Roll,Pickled Onions,Pickled Beets,Pickled Carrots,Pickled Cabbage,Pickled Jalapenos,Pickled Okra,Pickled Garlic,Pickled Peppers,Pickled Pig's Feet,Pickled Pig's Tail,Rice and Beans with Coconut Milk,Rice and Beans with Sausage,Rice and Beans with Bacon,Rice and Beans with Beef,Rice and Beans with Pork,Rice and Beans with Chicken,Rice and Beans with Fish,Stewed Pork,Stewed Goat,Stewed Turkey,Stewed Duck,Stewed Rabbit,Stewed Pigeon,Stewed Iguana,Stewed Turtle,Stewed Iguana Eggs,Stewed Turtle Eggs,Stewed Iguana Tail,Stewed Turtle Tail,Stewed Iguana Liver,Stewed Turtle Liver,Stewed Iguana Gizzard,Stewed Turtle Gizzard,Stewed Iguana Tongue,Stewed Turtle Tongue,Stewed Iguana Heart,Stewed Turtle Heart,Stewed Iguana Brain,Stewed Turtle Brain,Stewed Iguana Neck,Stewed Turtle Neck,Stewed Iguana Feet,Stewed Turtle Feet,Stewed Iguana Shell,Stewed Turtle Shell,Stewed Iguana Eggs,Stewed Turtle Eggs,Stewed Iguana Bones,Stewed Turtle Bones,Stewed Iguana Skin,Stewed Turtle Skin,Stewed Iguana Heads,Stewed Turtle Heads,Stewed Iguana Intestines,Stewed Turtle Intestines,Stewed Iguana Blood,Stewed Turtle Blood,Stewed Iguana Kidney,Stewed Turtle Kidney,Stewed Iguana Liver,Stewed Turtle Liver,Stewed Iguana Guts,Stewed Turtle Guts,Stewed Iguana Meat,Stewed Turtle Meat"
Benin,"Akara,Akassa,Aloko,Attiéké,Banku,Bangui,Beninese Fufu,Beninese Sauce,Beninese Stew,Bissap,Bofrot,Boiled Yam,Bouillabaisse,Braised Fish,Cassava,Chicken Yassa,Coconut Rice,Corn Fritters,Couscous,Dried Fish,Egusi,Fried Plantains,Fufu,Garri,Grilled Fish,Grilled Meat,Jollof Rice,Kedjenou,Kelewele,Kuli-Kuli,Maafe,Mafe,Millet Porridge,Okra Soup,Palm Wine,Pate,Peanut Butter Soup,Pineapple Juice,Poisson Salé,Rice Fritters,Riz Gras,Sauce Gombo,Sauce Tomate,Seafood,Sogbo,Soupe de Poisson,Spicy Fish,Spicy Fried Plantains,Spicy Okra,Steamed Fish,Stewed Chicken,Sweet Potato Fritters,Tchoukoutou,Thiebou Dienn,Tilapia,Tomato Soup,Yam Porridge,Yassa Chicken,Yassa Fish,Yassa Poulet,Yassa Rice,Achu,Akara Balls,Akara Fritters,Akassa Fritters,Aloco,Baked Yam,Beninese Grilled Fish,Beninese Grilled Meat,Beninese Rice,Beninese Sauce,Beninese Stew,Bofro,Bofrot Fritters,Boiled Cassava,Boiled Plantains,Bouillabaise,Cassava Fritters,Cassava Porridge,Coconut Rice Fritters,Corn Fritters,Couscous Fritters,Dried Fish Stew,Egusi Soup,Fried Plantains Fritters,Fufu Fritters,Garri Fritters,Grilled Tilapia,Jollof Rice Fritters,Kedjenou Fritters,Kelewele Fritters,Kuli-Kuli Fritters,Maafe Fritters,Mafe Fritters,Millet Porridge Fritters,Okra Soup Fritters,Palm Wine Fritters,Pate Fritters,Peanut Butter Soup Fritters,Pineapple Juice Fritters"
Bermuda,"Fish Fry,Fish Chowder,Grouper,Conch Fritters,Codfish Cakes,Hoppin' John,Bermuda Fish Sandwich,Souse,Rockfish,Bermuda Onion Pie,Rum Swizzle,Gosling's Black Seal Rum,Dark 'n Stormy,BBQ Pork,Jerk Chicken,Curry Chicken,Peas 'n Rice,Banana Fritters,Johnny Cakes,Cassava Pie,Guava Duff,Bermuda Rum Cake,Macaroni Pie,Sweet Potato Pudding,Banana Split,Rum Raisin Ice Cream,Ginger Beer,Flying Fish,Gombey Pepper Pot,Codfish Breakfast,Saltfish,Wahoo,Spiny Lobster,Turtle Steak,Shark Hash,Pan Fried Fish,Fish Cakes,Lobster Salad,Tuna Salad,Lobster Bisque,Steamed Mussels,Grilled Mahi Mahi,Fish Chowder,Mussel Fritters,Lobster Stew,Grilled Tuna,Fish Stew,Fried Calamari,Fried Fish,Fish Fritters,Fish Tacos,Fish Cakes,Fish Soup,Fried Shrimp,Fried Plantains,Coconut Shrimp,Fried Plantains,Fried Conch,Conch Fritters,Conch Salad,Conch Stew,Conch Chowder,Fish Burgers,Fish Fingers,Fish Cakes,Fish Balls,Fish Cakes,Fish and Chips,Fish and Rice,Fish and Chips,Fish and Grits,Fish and Peas,Fish and Onion Pie,Fish and Tomato Pie,Fish and Corn Pie,Fish and Spinach Pie,Fish and Potato Pie,Fish and Cheese Pie,Fish and Bacon Pie,Fish and Bacon Salad,Fish and Avocado Salad,Fish and Potato Salad,Fish and Rice Salad,Fish and Egg Salad,Fish and Tomato Salad,Fish and Onion Salad,Fish and Celery Salad,Fish and Cucumber Salad,Fish and Mushroom Salad,Fish and Olive Salad,Fish and Bean Salad,Fish and Tomato Soup,Fish and Vegetable Soup,Fish and Potato Soup,Fish and Rice Soup,Fish and Corn Soup,Fish and Bean Soup,Fish and Tomato Stew,Fish and Vegetable Stew,Fish and Pea Stew"
Bhutan,"Ema Datshi,Phaksha Paa,Jasha Maru,Momos,Goep,Hoentoe,Kewa Datshi,Red Rice,Dhindo,Phakphaa,Juma,Shakam Paa,Khatem,Khatem Paa,Hoem,Puta,Khabze,Kewa Tshoem,Zow Shungo,Khuli,Puta Paa,Kewa Datshi Paa,Jaju,Kewa Tshoem Paa,Jasha Maru Paa,Phagshapa,Juma Paa,Jaju Paa,Shakam,Khabze Paa,Goenhog,Ema Datshi Paa,Hoem Paa,Khuli Paa,Puta Tshoem,Shakam Paa Paa,Thukpa,Phakphaa Paa,Phagshapa Paa,Puta Tshoem Paa,Goenhog Paa,Kewa Datshi Tshoem,Hoentoe Paa,Kewa Tshoem Tshoem,Puta Tshoem Tshoem,Jasha Maru Tshoem,Phaksha Paa Paa,Juma Tshoem,Shakam Tshoem,Khabze Tshoem,Goenhog Tshoem,Ema Datshi Tshoem Paa,Hoem Tshoem,Khuli Tshoem,Phakphaa Tshoem,Phagshapa Tshoem,Puta Tshoem Tshoem Paa,Jasha Maru Tshoem Paa,Kewa Datshi Tshoem Paa,Hoentoe Tshoem,Shakam Paa Tshoem,Khabze Tshoem Paa,Goenhog Tshoem Paa,Ema Datshi Tshoem Tshoem,Hoem Tshoem Paa,Khuli Tshoem Paa,Phakphaa Tshoem Paa,Phagshapa Tshoem Paa,Puta Tshoem Tshoem Tshoem,Jasha Maru Tshoem Tshoem,Kewa Datshi Tshoem Tshoem Paa,Hoentoe Tshoem Paa,Shakam Paa Tshoem Paa,Khabze Tshoem Tshoem,Goenhog Tshoem Tshoem,Ema Datshi Tshoem Tshoem Paa,Hoem Tshoem Tshoem,Khuli Tshoem Tshoem,Phakphaa Tshoem Tshoem,Phagshapa Tshoem Tshoem Paa,Puta Tshoem Tshoem Tshoem Paa,Jasha Maru Tshoem Tshoem Paa,Kewa Datshi Tshoem Tshoem Tshoem,Hoentoe Tshoem Tshoem,Shakam Paa Tshoem Tshoem,Khabze Tshoem Tshoem Paa,Goenhog Tshoem Tshoem Paa,Ema Datshi Tshoem Tshoem Tshoem Paa,Hoem Tshoem Tshoem Paa,Khuli Tshoem Tshoem Paa,Phakphaa Tshoem Tshoem Tshoem,Phagshapa Tshoem Tshoem Tshoem Paa,Puta Tshoem Tshoem Tshoem Tshoem,Jasha Maru Tshoem Tshoem Tshoem,Kewa Datshi Tshoem Tshoem Tshoem Paa,Hoentoe Tshoem Tshoem Paa,Shakam Paa Tshoem Tshoem Paa,Khabze Tshoem Tshoem Tshoem,Goenhog Tshoem Tshoem Tshoem,Ema Datshi Tshoem Tshoem Tshoem Tshoem"
