country,keywords
Aruba,"Aloe,Cactus,Sea Grape,Divi-Divi,Divi-Carina,Silver Thatch Palm,Coconut Palm,Yellow Elder,Wild Sage,Wild Tamarind,Wild Tamarisk,Wild Cotton,Wild Guava,Wild Mango,Wild Papaya,Wild Banana,Wild Cactus,Wild Date Palm,Wild Coffee,Wild Prickly Pear,Wild Fig,Wild Guava,Wild Pawpaw,Wild Tamarind,Wild Tamarisk,Wild Pigeon Pea,Wild Sea Grape,Wild Cabbage Palm,Wild Tamarisk,Wild Ocotillo,Wild Yucca,Wild Passion Flower,Wild Cashew,Wild Cotton,Wild Wild Tamarind,Wild Wild Tamarisk,Wild Wild Coffee,Wild Wild Prickly Pear,Wild Wild Fig,Wild Wild Guava,Wild Wild Pawpaw,Wild Wild Date Palm,Wild Wild Tamarind,Wild Wild Tamarisk,Wild Wild Ocotillo,Wild Wild Yucca,Wild Wild Passion Flower,Wild Wild Cashew,Wild Wild Cotton,Wild Wild Sea Grape,Wild Wild Cabbage Palm,Wild Wild Cactus,Wild Wild Aloe,Wild Wild Sea Grape,Wild Wild Divi-Divi,Wild Wild Divi-Carina,Wild Wild Silver Thatch Palm,Wild Wild Coconut Palm,Wild Wild Yellow Elder,Wild Wild Sage,Wild Wild Tamarind,Wild Wild Tamarisk,Wild Wild Coffee,Wild Wild Prickly Pear,Wild Wild Fig,Wild Wild Guava,Wild Wild Pawpaw,Wild Wild Date Palm,Wild Wild Tamarind,Wild Wild Tamarisk,Wild Wild Ocotillo,Wild Wild Yucca,Wild Wild Passion Flower,Wild Wild Cashew,Wild Wild Cotton,Wild Wild Sea Grape,Wild Wild Cabbage Palm,Wild Wild Cactus,Wild Wild Aloe,Wild Wild Divi-Divi,Wild Wild Divi-Carina,Wild Wild Silver Thatch Palm,Wild Wild Coconut Palm,Wild Wild Yellow Elder,Wild Wild Sage,Wild Wild Tamarind,Wild Wild Tamarisk,Wild Wild Coffee,Wild Wild Prickly Pear,Wild Wild Fig,Wild Wild Guava,Wild Wild Pawpaw,Wild Wild Date Palm,Wild Wild Tamarind,Wild Wild Tamarisk,Wild Wild Ocotillo,Wild Wild Yucca,Wild Wild Passion Flower,Wild Wild Cashew,Wild Wild Cotton"
Australia,"Eucalyptus,Acacia,Banksia,Grevillea,Melaleuca,Callitris,Casuarina,Tea Tree,Bottlebrush,Wattles,Kangaroo Grass,Spinifex,Spear Grass,Tussock Grass,Kangaroo Apple,Native Fuchsia,Flannel Flower,Waratah,Boronia,Hakea,Grevillea,Banksia,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Hakea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw,Eremophila,Melaleuca,Prostanthera,Correa,Epacris,Grevillea,Banksia,Eucalyptus,Acacia,Xanthorrhoea,Kangaroo Paw"
Austria,"Alpine Meadows,Deciduous Forest,Spruce,Beech,Oak,Pine,Fir,Juniper,Birch,Alder,Aspen,Larch,Willow,Maple,Hornbeam,Ash,Hazel,Poplar,Linden,Elm,Yew,Chestnut,Hawthorn,Alpine Rose,Heather,Blueberry,Bilberry,Juniper Berry,Alpine Pasque Flower,Alpine Forget-Me-Not,Alpine Gentian,Alpine Edelweiss,Alpine Saxifrage,Alpine Avens,Alpine Primrose,Alpine Cinquefoil,Alpine Lady's Mantle,Alpine Butterwort,Alpine Mouse-Ear,Alpine Lady's Slipper,Alpine Lady's Bedstraw,Alpine Bartsia,Alpine Snowbell,Alpine Lungwort,Alpine Speedwell,Alpine Spring Beauty,Alpine Rock-Cress,Alpine Meadow Rue,Alpine Aconite,Alpine Milkwort,Alpine Sandwort,Alpine Bistort,Alpine Star-of-Bethlehem,Alpine Plantain,Alpine Mouse-Ear Hawkweed,Alpine Poppy,Alpine Arnica,Alpine Cudweed,Alpine Catchfly,Alpine Meadow Grass,Alpine Gentian,Alpine Sorrel,Alpine Meadow Foxtail,Alpine Bluegrass,Alpine Fescue,Alpine Quaking Grass,Alpine Rush,Alpine Sedge,Alpine Clubmoss,Alpine Hairgrass,Alpine Knotgrass,Alpine Cottongrass,Alpine Cottonweed,Alpine Rush,Alpine Hairgrass,Alpine Sedge,Alpine Moss,Alpine Lichen,Alpine Bracken,Alpine St John's Wort,Alpine Speedwell,Alpine Bistort,Alpine Germander,Alpine Thistle,Alpine Daisy,Alpine Lady's Mantle,Alpine Gentian,Alpine Primrose,Alpine Forget-Me-Not,Alpine Avens,Alpine Pasque Flower,Alpine Saxifrage,Alpine Mouse-Ear,Alpine Cinquefoil,Alpine Spring Beauty,Alpine Rock-Cress,Alpine Aconite,Alpine Milkwort,Alpine Sandwort,Alpine Bistort,Alpine Star-of-Bethlehem"
Azerbaijan,"Birch,Oak,Beech,Maple,Pine,Alder,Poplar,Ash,Juniper,Elm,Hornbeam,Chestnut,Willow,Hazel,Spruce,Yew,Honeysuckle,Hawthorn,Ivy,Lichen,Moss,Heather,Fescue,Clover,Rye,Grass,Sage,Thyme,Lavender,Rosemary,Wormwood,Wormwood,Parsley,Plantain,St. John's Wort,Marjoram,Oregano,Chamomile,Daisy,Dandelion,Daisy Fleabane,Mullein,Nettle,Mugwort,Coltsfoot,Yarrow,Ragwort,Daisy,Daisy Fleabane,Mullein,Nettle,Mugwort,Coltsfoot,Yarrow,Ragwort,Wild Garlic,Wild Onion,Wild Asparagus,Wild Carrot,Wild Radish,Wild Mustard,Wild Cress,Wild Lettuce,Wild Spinach,Wild Fennel,Wild Parsnip,Wild Celery,Wild Parsley,Wild Celery,Wild Sorrel,Wild Thyme,Wild Marjoram,Wild Oregano,Wild Mint,Wild Sage,Wild Rose,Wild Strawberry,Wild Raspberry,Wild Blueberry,Wild Blackberry,Wild Gooseberry,Wild Currant,Wild Plum,Wild Cherry,Wild Apricot,Wild Peach,Wild Apple,Wild Pear,Wild Quince,Wild Almond,Wild Pistachio,Wild Walnut,Wild Chestnut,Wild Date,Wild Fig,Wild Pomegranate,Wild Olive,Wild Grapes,Wild Tamarind,Wild Jujube"
Bahamas,"Palms,Mangroves,Sea Grapes,Sea-Oats,Thatch Palm,Lignum Vitae,Wild Coffee,Bahama Mahogany,Poisonwood,Wild Tamarind,Buttonwood,Torchwood,Seagrape,Casuarina,West Indian Mahogany,Wild Olive,Wild Date Palm,Wild Tamarind,Wild Fig,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarind,Wild Fig,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus,Wild Guava,Wild Sage,Wild Cactus,Wild Olive,Wild Tamarind,Wild Date Palm,Wild Tamarisk,Wild Tamarind,Wild Guava,Wild Sage,Wild Cactus"
Bahrain,"Date Palm,Mangrove,Acacia,Euphorbia,Ziziphus,Juniper,Cyperus,Tamarix,Haloxylon,Prosopis,Calotropis,Suaeda,Lycium,Acacia Tortilis,Tamarix Aphylla,Acacia Senegal,Salvadora Persica,Caralluma,Salsola,Ziziphus Spina Christi,Panicum Turgidum,Panicum Anthelminticum,Panicum Ciliare,Panicum Repens,Panicum Dichotomiflorum,Panicum Maximum,Panicum Arundinaceum,Eragrostis Cilianensis,Eragrostis Tef,Eragrostis Pilosa,Eragrostis Curvula,Eragrostis Superba,Eragrostis Nodosa,Eragrostis Pectinacea,Eragrostis Barrelieri,Eragrostis Trichodes,Cymbopogon Jwarancusa,Cymbopogon Nardus,Cymbopogon Schoenanthus,Sporobolus Spicatus,Sporobolus Airoides,Sporobolus Arabicus,Sporobolus Indicus,Sporobolus Tortilis,Sporobolus Pyramidalis,Sporobolus Virgatus,Sporobolus Afro-Arabicus,Sporobolus Stipoides,Sporobolus Divaricatus,Sporobolus Eremophilus,Sporobolus Asper,Sporobolus Pungens,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heterolepis,Sporobolus Heter"
Bangladesh,"Mangrove,Teak,Bamboo,Neem,Sal,Jam,Jackfruit,Coconut,Banana,Papaya,Mango,Date Palm,Eucalyptus,Acacia,Cashew,Jamun,Guava,Citrus,Litchi,Custard Apple,Pomegranate,Water Lily,Hibiscus,Bougainvillea,Marigold,Sunflower,Lotus,Rose,Jasmine,Begonia,Calotropis,Canna,Begonia,Balsam,Petunia,Begonia,Impatiens,Amaranthus,Ageratum,Asparagus,Cucumber,Pumpkin,Bitter Gourd,Spinach,Cauliflower,Cabbage,Tomato,Brinjal,Onion,Potato,Garlic,Ginger,Turmeric,Coriander,Neem,Peepal,Banyan,Teak,Sheesham,Sal,Jam,Bamboo,Coconut,Palmyra,Palm,Oak,Pine,Olive,Poplar,Acacia,Casuarina,Eucalyptus,Lantana,Parthenium,Cockspur,Parthenium,Madar,Aak,Fire Tree,Champa,Flame of the Forest,Indian Laburnum,Flame of the Forest,Silk Cotton,Flame of the Forest,Indian Laburnum,Flame of the Forest,Silk Cotton,Flame of the Forest,Flame of the Forest,Indian Laburnum,Flame of the Forest,Silk Cotton,Flame of the Forest,Flame of the Forest,Indian Laburnum,Flame of the Forest,Silk Cotton,Flame of the Forest,Flame of the Forest"
Barbados,"Sea Grape,Coconut Palm,Mahogany,Bamboo,Almond Tree,Casuarina,Wild Tamarind,West Indian Cherry,Royal Poinciana,Sea Hibiscus,Firebush,Wild Calabash,Wild Coffee,Wild Olive,Sea Grape,Black Sage,Wild Lime,Wild Allspice,Wild Tamarind,Wild Fig,Wild Lime,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind,Wild Coffee,Wild Olive,Wild Calabash,Wild Allspice,Wild Fig,Wild Tamarind"
Belarus,"Spruce,Pine,Oak,Birch,Alder,Aspen,Ash,Hornbeam,Poplar,Linden,Maple,Elm,Willow,Hazel,Juniper,Yew,Hawthorn,Honeysuckle,Wild Cherry,Apple Tree,Rowan,Whitebeam,Blackthorn,Bird Cherry,Dogwood,Field Maple,Wayfaring Tree,Wild Service Tree,Sloe,Buckthorn,Wayfaring Tree,Wild Service Tree,Sloe,Buckthorn,Agrimony,Wild Strawberry,Tormentil,Marsh Marigold,Cow Parsley,Herb Bennet,Wild Angelica,Wild Carrot,Wild Garlic,Wild Parsnip,Wild Celery,Water Dropwort,Meadow Sweet,Common Ragwort,Common Nettle,Common Sorrel,Sheep's Sorrel,Wood Sage,Common Plantain,Common Mallow,Field Bindweed,Wild Parsley,Wild Marjoram,Wild Thyme,Wild Fennel,Wild Caraway,Wild Rosemary,Wild Mint,Wild Basil,Wild Oregano,Wild Coriander,Wild Dill,Wild Lovage,Wild Celery,Wild Chervil,Wild Chamomile,Wild Coriander,Wild Angelica,Wild Anise,Wild Fennel,Wild Carrot,Wild Parsnip,Wild Garlic,Wild Celery,Wild Mustard,Wild Rocket,Wild Cress,Common Sorrel,Common Nettle,Common Plantain,Common Mallow,Field Bindweed,Wild Parsley,Wild Marjoram,Wild Thyme,Wild Fennel,Wild Caraway,Wild Rosemary,Wild Mint,Wild Basil,Wild Oregano,Wild Coriander,Wild Dill,Wild Lovage,Wild Celery,Wild Chervil"
Belgium,"Moss,Ferns,Trees,Shrubs,Grasses,Wildflowers,Violets,Daisies,Primroses,Asters,Heathers,Bluebells,Wood Sorrel,Orchids,Buttercups,Dandelions,Butterflies,Lady's Slipper,Wild Strawberries,Honeysuckle,Ivy,Brambles,Dogwood,Hawthorn,Oak,Beech,Birch,Poplar,Elm,Hazel,Alder,Sycamore,Juniper,Yews,Spruce,Pine,Larch,Willows,Maples,Horse Chestnut,Rowan,Ash,Lime,Elder,Apple,Plum,Cherry,Pear,Blackthorn,Wild Cherry,Elderberry,Gooseberry,Honeysuckle,Blackberry,Raspberry,Hawthorn,Sloe,Elderflower,Bramble,Gorse,Burdock,Thistle,Nettle,Hogweed,Cow Parsley,Groundsel,Ragwort,Hogweed,Docks,Sorrel,Meadowsweet,Cowslip,Foxglove,Yellow Flag,Marsh Marigold,Water Mint,Watercress,Reedmace,Bulrush,Sedges,Rushes,Sweet Grass,Common Milkwort,Common Knapweed,Wild Carrot,Common Vetch,Bird's Foot Trefoil,Common Scurvygrass,Common Ragwort,Common Sorrel,Common Stork's-bill,Common Nipplewort,Common Toadflax,Common Valerian,Common Restharrow,Common Mullein,Common Hemp-nettle,Common Mouse-ear,Common Field Speedwell,Common Bird's-foot Trefoil"
Belize,"Palms,Mangroves,Orchids,Bromeliads,Bromeliaceae,Bamboo,Ficus,Mahogany,Sapodilla,Cedar,Wild Coffee,Tropical Hardwoods,Tropical Fruit Trees,Royal Poinciana,Lignum Vitae,Sapodilla,Coconut Palms,Wild Tamarind,Wild Guanabana,Wild Grapefruit,Wild Bananas,Wild Papaya,Wild Pineapple,Wild Avocado,Wild Mango,Wild Lime,Wild Coconut,Wild Cashew,Wild Starfruit,Wild Breadfruit,Wild Guava,Wild Tamarind,Wild Passion Fruit,Wild Mangosteen,Wild Soursop,Wild Barbados Cherry,Wild Carambola,Wild Genip,Wild Nance,Wild Cocoplum,Wild Jaboticaba,Wild Sugar Apple,Wild Hog Plum,Wild Guava,Wild Papaya,Wild Pineapple,Wild Coconut,Wild Cashew,Wild Starfruit,Wild Breadfruit,Wild Guava,Wild Tamarind,Wild Passion Fruit,Wild Mangosteen,Wild Soursop,Wild Barbados Cherry,Wild Carambola,Wild Genip,Wild Nance,Wild Cocoplum,Wild Jaboticaba,Wild Sugar Apple,Wild Hog Plum,Wild Guava,Wild Papaya,Wild Pineapple,Wild Coconut,Wild Cashew,Wild Starfruit,Wild Breadfruit,Wild Guava,Wild Tamarind,Wild Passion Fruit,Wild Mangosteen,Wild Soursop,Wild Barbados Cherry,Wild Carambola,Wild Genip,Wild Nance,Wild Cocoplum,Wild Jaboticaba,Wild Sugar Apple,Wild Hog Plum,Wild Guava,Wild Papaya,Wild Pineapple,Wild Coconut,Wild Cashew,Wild Starfruit,Wild Breadfruit,Wild Guava,Wild Tamarind,Wild Passion Fruit,Wild Mangosteen,Wild Soursop,Wild Barbados Cherry,Wild Carambola,Wild Genip,Wild Nance,Wild Cocoplum"
Benin,"Acacia,Baobab,Mango,Oil palm,Cashew,Coconut,Date palm,Guava,Citrus,Papaya,Avocado,Banana,Yam,Cassava,Sweet potato,Sorghum,Maize,Millet,Rice,Teak,Mahogany,Iroko,Ebony,Rosewood,Neem,Bamboo,Ficus,Terminalia,Combretum,Syzygium,Euphorbia,Senna,Combretum,Terminalia,Chlorophora,Anogeissus,Acacia,Prosopis,Leucanea,Terminalia,Afzelia,Pterocarpus,Dalbergia,Khaya,Terminalia,Gmelina,Parkia,Lophira,Tamarind,Baphia,Albizia,Tamarindus,Musanga,Cola,Ziziphus,Zanthoxylum,Diospyros,Celtis,Combretum,Terminalia,Dalbergia,Anogeissus,Acacia,Prosopis,Leucanea,Terminalia,Afzelia,Pterocarpus,Khaya,Terminalia,Gmelina,Parkia,Lophira,Tamarind,Baphia,Albizia,Tamarindus,Musanga,Cola,Ziziphus,Zanthoxylum,Diospyros,Celtis,Combretum,Terminalia,Dalbergia,Anogeissus,Acacia,Prosopis,Leucanea,Terminalia,Afzelia,Pterocarpus,Khaya,Terminalia,Gmelina,Parkia,Lophira,Tamarind,Baphia"
Bermuda,"Bermuda grass,Sea lavender,Beach morning glory,Saltbush,Prickly pear cactus,Sea purslane,Sea daffodil,Seagrape,Wild olive,Ironwood,Black mangrove,Red mangrove,Buttonbush,Dwarf palmetto,Sea oats,Beach elder,Wax myrtle,Spanish bayonet,Cattail,Saw palmetto,Red cedar,Poisonwood,Wild tamarind,Poison ivy,Wild coffee,Beach morning glory,Beach elder,Beach peanut,Beach primrose,Beach wormwood,Beach heather,Beach vitex,Beach amaranth,Beach elderberry,Beach elderberry,Beach hibiscus,Beach daisy,Beach carrot,Beach morning glory,Beach sunflower,Beach lily,Beach aster,Beach lantana,Beach daisy,Beach aster,Beach clover,Beach pea,Beach rosemary,Beach tansy,Beach verbena,Beach sage,Beach spurge,Beach arrowroot,Beach willow,Beach yarrow,Beach broom,Beach holly,Beach parsley,Beach mint,Beach cotton,Beach fern,Beach grass,Beach sedge,Beach rush,Beach orchid,Beach violet,Beach iris,Beach lily,Beach daisy,Beach aster,Beach lantana,Beach rose,Beach thistle,Beach hibiscus,Beach morning glory,Beach elderberry,Beach huckleberry,Beach blackberry,Beach blueberry,Beach strawberry,Beach raspberry,Beach cactus,Beach agave,Beach cactus,Beach yucca,Beach aloe,Beach bromeliad,Beach bougainvillea,Beach palm,Beach cycad,Beach fig,Beach banana,Beach papaya,Beach mango,Beach guava,Beach avocado,Beach tamarind,Beach pineapple,Beach coconut,Beach olive"
Bhutan,"Rhododendron,Juniper,Bamboo,Magnolia,Alder,Birch,Cypress,Fir,Hemlock,Oak,Pine,Spruce,Chestnut,Maple,Walnut,Willow,Apple,Plum,Peach,Apricot,Cherry,Barberry,Elderberry,Hawthorn,Honeysuckle,Raspberry,Strawberry,Blueberry,Aloe,Ginseng,Licorice,Lotus,Orchid,Primrose,Rose,Sunflower,Tulip,Daisy,Dandelion,Geranium,Hydrangea,Marigold,Poppy,Snapdragon,Violet,Amaranth,Broccoli,Cabbage,Carrot,Celery,Cucumber,Eggplant,Garlic,Lettuce,Onion,Parsley,Pepper,Potato,Radish,Spinach,Tomato,Turnip,Artichoke,Asparagus,Beans,Beet,Cauliflower,Corn,Peas,Squash,Sweet Potato,Zucchini,Buckwheat,Barley,Oats,Rye,Wheat,Amaranth,Quinoa,Millet,Rice,Sorghum,Clover,Dandelion,Alfalfa,Grass,Banyan,Cedar,Chestnut,Elm,Fig,Ginkgo,Hickory,Mahogany,Mangrove,Mulberry,Palm,Poplar,Teak,Willow"
Bolivia,"Quinoa,Amaranth,Maize,Potatoes,Yuca,Oca,Tarwi,Choclo,Quinchoncho,Peanuts,Lupins,Beans,Alfalfa,Barley,Rice,Chia,Chirimoya,Chirimoyo,Lucuma,Guava,Papaya,Bananas,Plantains,Avocado,Granadilla,Passion Fruit,Orange,Lemon,Lime,Grapefruit,Tangerine,Strawberries,Blueberries,Raspberries,Blackberries,Watermelon,Cantaloupe,Honeydew,Apples,Pears,Plums,Peaches,Apricots,Nectarines,Cherries,Mulberries,Acai,Cocoa,Coconut,Cashew,Almonds,Walnuts,Macadamia Nuts,Pistachios,Pine Nuts,Chestnuts,Bamboo,Palms,Figs,Olives,Grapes,Tomatoes,Onions,Garlic,Chilies,Peppers,Broccoli,Cabbage,Lettuce,Spinach,Kale,Carrots,Beets,Radishes,Squash,Pumpkins,Artichokes,Asparagus,Fennel,Cauliflower,Mushrooms,Herbs,Sage,Oregano,Basil,Mint,Thyme,Rosemary,Parsley,Coriander,Borage,Marigold,Nasturtium,Lavender,Sunflowers,Roses,Orchids,Bromeliads,Bromeliaceae,Bromeliads"
Bosnia & Herzegovina,"Oak,Beech,Pine,Fir,Spruce,Juniper,Chestnut,Maple,Hazel,Ash,Willow,Alder,Poplar,Hornbeam,Lime,Elm,Birch,Yew,Plane,Larch,Hawthorn,Apple,Plum,Pear,Quince,Cherry,Walnut,Almond,Apricot,Service tree,Wild cherry,Wild pear,Wild apple,Wild plum,Wild quince,Wild almond,Wild apricot,Wild service tree,Wild hawthorn,Wild medlar,Wild peach,Wild raspberry,Wild strawberry,Blackberry,Mulberry,Sloe,Carob,Gorse,Broom,Wild rose,Dog rose,Eglantine,Heather,Honeysuckle,Clematis,Ivy,Snowdrop,Primrose,Violet,Orchid,Anemone,Gentian,Wild tulip,Iris,Daisy,Dandelion,Buttercup,Marigold,Poppy,Gentian,Chamomile,Sage,Thyme,Mint,Juniper,St. John's wort,Fescue,Brome,Rye,Oat,Barley,Wheat,Lentil,Pea,Bean,Sorghum,Millet,Maize,Buckwheat,Clover,Alfalfa,Vetches,Cumin,Caraway,Fennel,Coriander,Parsley,Dill,Wild onion,Wild garlic"
Botswana,"Acacia,Mopane,Wild Date Palm,Kalahari Appleleaf,Shepherd's Tree,Wild Olive,Leadwood,Camel Thorn,Marula,Wild Seringa,Jackalberry,Baobab,Combretum,Terminalia,Bushwillow,Silver Clusterleaf,Wild Syringa,Wild Tamarind,Wild Apricot,Bushveld Saffron,Elephantorrhiza,False Acacia,Silver Terminalia,Red Bushwillow,Wild Almond,Blackthorn,Sweet Thorn,Wild Teak,Mopane Bush,Wild Peach,Ficus,Wild Fig,Wild Pear,Wild Plum,Wild Apple,Wild Grape,Wild Guava,Wild Melon,Wild Watermelon,Wild Cucumber,Wild Pumpkin,Wild Squash,Wild Banana,Wild Pawpaw,Wild Avocado,Wild Mulberry,Wild Papaya,Wild Tamarind,Wild Citrus,Wild Bitter Gourd,Wild Onion,Wild Garlic,Wild Radish,Wild Yam,Wild Potato,Wild Cassava,Wild Carrot,Wild Ginger,Wild Paprika,Wild Spinach,Wild Beetroot,Wild Lettuce,Wild Cabbage,Wild Sorghum,Wild Millet,Wild Rice,Wild Wheat,Wild Maize,Wild Peanuts,Wild Sesame,Wild Soybeans,Wild Pigeon Peas,Wild Bambara Beans,Wild Cowpeas,Wild Lentils,Wild Chickpeas,Wild Sorghum,Wild Millet,Wild Bamboo,Wild Aloe,Wild Hibiscus,Wild Sunflower,Wild Marigold,Wild Daisy,Wild Lantana,Wild Thistle,Wild Ragwort,Wild Agrimony,Wild Sage,Wild Oregano,Wild Mint,Wild Basil,Wild Rosemary,Wild Lavender,Wild Fennel,Wild Marjoram,Wild Thyme,Wild Parsley,Wild Cinnamon,Wild Cardamom"
Brazil,"Amazon Rainforest,Atlantic Forest,Cerrado,Caatinga,Pampas,Pantanal,Mangrove,Araucaria Forest,Campos Rupestres,Savanna,Chiquitano Dry Forest,Eucalyptus,Acacia,Bamboo,Palm Trees,Pine Trees,Oak Trees,Cedar Trees,Maple Trees,Cashew Trees,Coffee Trees,Citrus Trees,Rubber Trees,Banana Trees,Mangoes,Orchids,Bromeliads,Epiphytes,Bromeliads,Ferns,Lichens,Mosses,Grasses,Aquatic Plants,Carnivorous Plants,Cacti,Succulents,Wildflowers,Lianas,Palms,Vines,Shrubs,Bonsai Trees,Bamboo,Algae,Seaweed,Mosses,Lichens,Ferns,Orchids,Bromeliads,Epiphytes,Wildflowers,Lianas,Palms,Vines,Shrubs,Bonsai Trees,Bamboo,Algae,Seaweed,Mosses,Lichens,Ferns,Orchids,Bromeliads,Epiphytes,Wildflowers,Lianas,Palms,Vines,Shrubs,Bonsai Trees,Bamboo,Algae,Seaweed,Mosses,Lichens,Ferns,Orchids,Bromeliads,Epiphytes,Wildflowers,Lianas,Palms,Vines,Shrubs,Bonsai Trees,Bamboo,Algae,Seaweed,Mosses,Lichens,Ferns,Orchids,Bromeliads,Epiphytes,Wildflowers,Lianas,Palms"
British Virgin Is.,"Palms,Mangroves,Sea Grape,Cacti,Aloes,Sea Lavender,Beach Morning Glory,Coco Plum,Seagrape,Sea Purslane,Wild Coffee,Wild Olive,Sea Purslane,Wild Tamarind,Wild Guava,Sea Lavender,Wild Sage,Wild Tamarind,Wild Poinsettia,Wild Coffee,Wild Olive,Wild Guava,Wild Sage,Wild Poinsettia,Sea Grape,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage,Wild Guava,Wild Olive,Wild Coffee,Wild Tamarind,Wild Poinsettia,Wild Sage"
