country;keywords animals
Aruba;Aruban burrowing owl,Aruban whiptail lizard,Aruban parakeet,Aruban rattlesnake,Aruban night lizard,Aruban burrowing anole,Aruban tropical rattlesnake,Aruban tree boa,Aruban parrot,Aruban boa,Aruban curly-tailed lizard,Aruban hutia,Aruban giant anole,Aruban iguana,Aruban gecko,Aruban ameiva,Aruban racer,Aruban brown anole,Aruban ctenosaura,Aruban spiny-tailed iguana,Aruban whiptail skink,Aruban bananaquit,Aruban parrotfish,Aruban nightjar,Aruban black-throated mockingbird,Aruban whistling duck,Aruban brown pelican,Aruban frigatebird,Aruban brown booby,Aruban white-tailed tropicbird,Aruban bridled quail-dove,Aruban Caribbean dove,Aruban white-crowned pigeon,Aruban yellow-shouldered parrot,Aruban pearly-eyed thrasher,Aruban black-faced grassquit,Aruban yellow-faced grassquit,Aruban white-cheeked pintail,Aruban Caribbean coot,Aruban Caribbean martin,Aruban cattle egret,Aruban smooth-billed ani,Aruban black-necked stilt,Aruban ruddy turnstone,Aruban American oystercatcher,Aruban yellow-shouldered blackbird,Aruban Caribbean elaenia,Aruban black-whiskered vireo,Aruban black-capped petrel,Aruban red-billed tropicbird,Aruban brown noddy,Aruban Audubon's shearwater,Aruban brown booby,Aruban roseate tern,Aruban royal tern,Aruban sooty tern,Aruban bridled tern,Aruban brown noddy,Aruban brown pelican,Aruban brown booby,Aruban white-tailed tropicbird,Aruban white-tailed hawk,Aruban white-crowned pigeon,Aruban Zenaida dove,Aruban common ground dove,Aruban mourning dove,Aruban Caribbean dove,Aruban white-winged dove,Aruban yellow-faced grassquit,Aruban black-faced grassquit,Aruban brown-throated parakeet,Aruban yellow-shouldered parrot,Aruban parrot,Aruban pearly-eyed thrasher,Aruban bananaquit,Aruban rufous-collared sparrow,Aruban American kestrel,Aruban black-necked stilt,Aruban cattle egret,Aruban great egret,Aruban snowy egret,Aruban reddish egret,Aruban little blue heron,Aruban great blue heron,Aruban tricolored heron,Aruban white ibis,Aruban glossy ibis,Aruban osprey,Aruban American oystercatcher,Aruban ruddy turnstone,Aruban red-billed tropicbird,Aruban Caribbean coot,Aruban Caribbean martin,Aruban black-whiskered vireo,Aruban Caribbean elaenia,Aruban bridled quail-dove,Aruban white-cheeked pintail,Aruban nightjar,Aruban parrotfish,Aruban burrowing owl
Australia;Kangaroo,Koala,Wombat,Echidna,Platypus,Emu,Tasmanian Devil,Quokka,Dingo,Kookaburra,Cockatoo,Galah,Magpie,Sulphur-crested Cockatoo,King Parrot,Brush-tailed Possum,Sugar Glider,Red-necked Wallaby,Eastern Grey Kangaroo,Red Kangaroo,Wallaroo,Swamp Wallaby,Bandicoot,Bilby,Numbat,Flying Fox,Spiny Anteater,Bandicoot,Goanna,Frill-necked Lizard,Blue-tongue Lizard,Carpet Python,Brown Snake,Tiger Snake,Dugong,Sea Turtle,Whale Shark,Humpback Whale,Southern Right Whale,Bottlenose Dolphin,Common Wombat,Ringtail Possum,Common Brushtail Possum,Long-nosed Bandicoot,Red-bellied Pademelon,Long-footed Potoroo,Long-nosed Potoroo,Northern Quoll,Southern Brown Bandicoot,Southern Hairy-nosed Wombat,Northern Hairy-nosed Wombat,Common Brushtail Possum,Common Ringtail Possum,Platypus,Short-beaked Echidna,Rainbow Lorikeet,Red-winged Parrot,Crimson Rosella,Sulphur-crested Cockatoo,Australian Pelican,Magpie Goose,Black Swan,White-bellied Sea Eagle,Wedge-tailed Eagle,Little Penguin,Fairy Penguin,White-throated Needletail,Black-shouldered Kite,Peregrine Falcon,Black-faced Cormorant,Great Cormorant,Little Pied Cormorant,Australian Bustard,Brolga,Magpie-lark,Australian Magpie,Pied Butcherbird,Grey Shrike-thrush,White-winged Chough,Red-capped Robin,Grey Fantail,Jacky Winter,Spotted Pardalote,Striated Pardalote,Pied Currawong,Australian Raven,White-browed Scrubwren,Brown Gerygone,Silvereye,Black-faced Cuckoo-shrike,Superb Fairy-wren,Variegated Fairy-wren,Red-backed Fairy-wren,Red-browed Firetail,Crimson Chat,Splendid Fairy-wren,White-browed Babbler,White-winged Triller,Golden Whistler,Grey Butcherbird
Austria;Brown Bear,Wolf,Red Deer,Alpine Ibex,Wild Boar,Alpine Marmot,Eurasian Lynx,European Badger,Red Fox,Alpine Chamois,Roe Deer,Red Squirrel,European Hare,European Polecat,European Otter,European Beaver,European Wildcat,European Hedgehog,European Mole,European Pine Marten,European Hedgehog,Common Pipistrelle,Common Noctule,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,European Hedgehog,Common Pipistrelle,Common Pipistrelle,Common Noctule,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle,Common Pipistrelle
Azerbaijan;Wild Boar,Roe Deer,Red Deer,Brown Bear,Wolf,Eurasian Lynx,Golden Jackal,Eurasian Beaver,Wild Cat,Red Fox,Badger,Wild Goat,Wild Sheep,Marbled Polecat,European Otter,Persian Leopard,Red Squirrel,Striped Hyena,Mountain Hare,Porcupine,Raccoon Dog,Fox Squirrel,Red-Tailed Mole Rat,Pallas's Cat,Persian Gazelle,Armenian Mouflon,Caspian Seal,Bearded Vulture,Egyptian Vulture,Griffon Vulture,Imperial Eagle,Golden Eagle,White-Tailed Eagle,Lesser Kestrel,Black Stork,Pygmy Cormorant,White-Fronted Goose,Greylag Goose,Red-Breasted Goose,Ruddy Shelduck,White-Headed Duck,Marbled Teal,Great Bustard,Great Spotted Cuckoo,Eurasian Hobby,Pallid Harrier,Long-Legged Buzzard,Eurasian Hobby,European Roller,European Bee-Eater,Red-Backed Shrike,Rock Thrush,Black-Headed Bunting,Caspian Snowcock,White-Throated Robin,Black-Eared Wheatear,Lesser Grey Shrike,White-Crowned Wheatear,Rock Bunting,Grey-Headed Wagtail,Black-Headed Bunting,White-Winged Gull,Chukar Partridge,Common Quail,Red-Billed Chough,Alpine Chough,Eurasian Hoopoe,European Roller,European Bee-Eater,European Pied Flycatcher,Great Grey Shrike,Red-Backed Shrike,Woodchat Shrike,Eurasian Wryneck,Eurasian Crag Martin,Eurasian Golden Oriole,Red-Breasted Flycatcher,European Nightjar,Eurasian Hobby,European Honey Buzzard,Eurasian Hobby,Red-Footed Falcon,Saker Falcon,Eurasian Hobby,European Honey Buzzard,Long-Legged Buzzard,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby
Bahamas;Caribbean Flamingo,Bahama Woodstar,Bahama Swallow,West Indian Whistling-Duck,West Indian Flicker,Bahama Yellowthroat,Bahama Warbler,Bahama Oriole,Bahama Mockingbird,Bahama Solitaire,Bahama Yellowthroat,White-crowned Pigeon,Red-legged Thrush,Caribbean Elaenia,Cuban Parrot,Thick-billed Vireo,Cuban Crow,Cuban Pewee,Cuban Tody,Cuban Grassquit,Cuban Bullfinch,Cuban Gnatcatcher,Cuban Blackbird,Cuban Vireo,Cuban Martin,Cuban Emerald,Cuban Green Woodpecker,Cuban Pygmy-Owl,Cuban Screech-Owl,Cuban Parakeet,Cuban Parrotlet,Black-whiskered Vireo,Bahama Woodstar,Bahama Yellowthroat,Bahama Warbler,Bahama Oriole,Bahama Mockingbird,Bahama Solitaire,Bahama Yellowthroat,White-crowned Pigeon,Red-legged Thrush,Caribbean Elaenia,Cuban Parrot,Thick-billed Vireo,Cuban Crow,Cuban Pewee,Cuban Tody,Cuban Grassquit,Cuban Bullfinch,Cuban Gnatcatcher,Cuban Blackbird,Cuban Vireo,Cuban Martin,Cuban Emerald,Cuban Green Woodpecker,Cuban Pygmy-Owl,Cuban Screech-Owl,Cuban Parakeet,Cuban Parrotlet,Black-whiskered Vireo,Bahama Woodstar,Bahama Yellowthroat,Bahama Warbler,Bahama Oriole,Bahama Mockingbird,Bahama Solitaire,Bahama Yellowthroat,White-crowned Pigeon,Red-legged Thrush,Caribbean Elaenia,Cuban Parrot,Thick-billed Vireo,Cuban Crow,Cuban Pewee,Cuban Tody,Cuban Grassquit,Cuban Bullfinch,Cuban Gnatcatcher,Cuban Blackbird,Cuban Vireo,Cuban Martin,Cuban Emerald,Cuban Green Woodpecker,Cuban Pygmy-Owl,Cuban Screech-Owl,Cuban Parakeet,Cuban Parrotlet,Black-whiskered Vireo,Bahama Woodstar,Bahama Yellowthroat,Bahama Warbler,Bahama Oriole,Bahama Mockingbird,Bahama Solitaire,Bahama Yellowthroat,White-crowned Pigeon,Red-legged Thrush,Caribbean Elaenia,Cuban Parrot,Thick-billed Vireo
Bahrain;Arabian Oryx,Gazelle,Camel,Sand Cat,Fox,Hare,Desert Hedgehog,Caracal,Striped Hyena,Golden Jackal,Common Genet,Red Fox,Indian Mongoose,Indian Porcupine,Indian Crested Porcupine,Indian Pangolin,Indian Flying Fox,Indian Wild Boar,Indian Wild Ass,Indian Wolf,Indian Fox,Indian Fox Squirrel,Indian Palm Squirrel,Indian Giant Squirrel,Indian Grey Mongoose,Indian Grey Wolf,Indian Leopard,Indian Jungle Cat,Indian Wild Cat,Indian Mongoose,Indian Hedgehog,Indian Hedgehog Shrew,Indian Long-tailed Shrew,Indian Gerbil,Indian Jerboa,Indian Mole,Indian Mole Rat,Indian Spiny Mouse,Indian Spiny Rat,Indian White-tailed Mongoose,Indian Striped Hyena,Indian Jackal,Indian Fox,Indian Mongoose,Indian Crested Porcupine,Indian Pangolin,Indian Flying Fox,Indian Wild Boar,Indian Wild Ass,Indian Wolf,Indian Fox,Indian Fox Squirrel,Indian Palm Squirrel,Indian Giant Squirrel,Indian Grey Mongoose,Indian Grey Wolf,Indian Leopard,Indian Jungle Cat,Indian Wild Cat,Indian Mongoose,Indian Hedgehog,Indian Hedgehog Shrew,Indian Long-tailed Shrew,Indian Gerbil,Indian Jerboa,Indian Mole,Indian Mole Rat,Indian Spiny Mouse,Indian Spiny Rat,Indian White-tailed Mongoose,Indian Striped Hyena,Indian Jackal,Indian Fox,Indian Mongoose,Indian Crested Porcupine,Indian Pangolin,Indian Flying Fox,Indian Wild Boar,Indian Wild Ass,Indian Wolf,Indian Fox,Indian Fox Squirrel,Indian Palm Squirrel,Indian Giant Squirrel,Indian Grey Mongoose,Indian Grey Wolf,Indian Leopard,Indian Jungle Cat,Indian Wild Cat,Indian Mongoose,Indian Hedgehog,Indian Hedgehog Shrew,Indian Long-tailed Shrew,Indian Gerbil,Indian Jerboa,Indian Mole,Indian Mole Rat,Indian Spiny Mouse,Indian Spiny Rat,Indian White-tailed Mongoose
Bangladesh;Bengal Tiger,Asian Elephant,Indian Rhinoceros,Asiatic Wild Water Buffalo,Ganges River Dolphin,Indian Leopard,Sloth Bear,Clouded Leopard,Fishing Cat,Jungle Cat,Golden Jackal,Indian Wolf,Indian Fox,Bengal Fox,Hog Deer,Barking Deer,Chital,Sambar Deer,Blackbuck,Nilgai,Rhesus Macaque,Assamese Macaque,Common Langur,Hoolock Gibbon,Slow Loris,Capped Langur,Rhesus Langur,Red Panda,Himalayan Black Bear,Himalayan Brown Bear,Himalayan Striped Squirrel,Pangolin,Indian Giant Squirrel,Indian Flying Squirrel,Himalayan Giant Flying Squirrel,Indian Porcupine,Indian Pangolin,Indian Mongoose,Small Indian Civet,Large Indian Civet,Himalayan Palm Civet,Hog Badger,Asian Palm Civet,Common Palm Civet,Malabar Civet,Indian Grey Mongoose,Indian Brown Mongoose,Small Indian Mongoose,Common Mongoose,Indian Hare,Indian Giant Squirrel,Indian Pangolin,Indian Porcupine,Indian Fox,Golden Jackal,Indian Wolf,Bengal Fox,Rhesus Macaque,Assamese Macaque,Common Langur,Hoolock Gibbon,Slow Loris,Capped Langur,Rhesus Langur,Red Panda,Himalayan Black Bear,Himalayan Brown Bear,Himalayan Striped Squirrel,Pangolin,Indian Giant Squirrel,Indian Flying Squirrel,Himalayan Giant Flying Squirrel,Indian Porcupine,Indian Pangolin,Indian Mongoose,Small Indian Civet,Large Indian Civet,Himalayan Palm Civet,Hog Badger,Asian Palm Civet,Common Palm Civet,Malabar Civet,Indian Grey Mongoose,Indian Brown Mongoose,Small Indian Mongoose,Common Mongoose,Indian Hare,Indian Giant Squirrel,Indian Pangolin,Indian Porcupine,Indian Peafowl,Grey Francolin,Red Junglefowl,Grey Partridge,Indian Peacock,Indian Pitta,Spotted Dove,Red-vented Bulbul,Greater Coucal,Indian Blackbird
Barbados;Green Monkeys,Whiptail Lizards,Caribbean Flamingos,Eastern Spiny Softshell Turtles,Hawksbill Turtles,West Indian Manatees,Red-footed Tortoises,Red-necked Parrots,Brown Boobies,Brown Pelicans,Least Terns,Red-billed Tropicbirds,White-tailed Tropicbirds,Caribbean Coots,Caribbean Elaenias,Caribbean Crows,White-crowned Pigeons,Bridled Quail-Doves,Antillean Nighthawks,Common Ground-Doves,Gray Kingbirds,Bananaquits,Scaly-breasted Thrashers,Rufous-throated Solitaires,Caribbean Martins,Brown-throated Parakeets,Cave Swallows,Ruddy Quail-Doves,Caribbean Elaenias,White-winged Swallows,Zenaida Doves,Zenaida Quail-Doves,Black-faced Grassquits,Gray-breasted Martins,Caribbean Cuckoos,Smooth-billed Anis,Red-legged Honeycreepers,Lesser Antillean Bullfinches,Antillean Euphonias,Antillean Tanagers,Black-whiskered Vireos,Caribbean Elaenias,Brown-crested Flycatchers,Caribbean Elaenias,Mangrove Cuckoos,White-collared Swifts,Antillean Piculets,Black-whiskered Vireos,Caribbean Elaenias,Red-legged Honeycreepers,Caribbean Elaenias,Black-faced Grassquits,Gray-breasted Martins,Bananaquits,Gray Kingbirds,White-crowned Pigeons,Zenaida Doves,Zenaida Quail-Doves,Common Ground-Doves,Ruddy Quail-Doves,Caribbean Crows,Caribbean Coots,White-tailed Tropicbirds,Red-billed Tropicbirds,Least Terns,Brown Pelicans,Brown Boobies,Red-necked Parrots,Red-footed Tortoises,West Indian Manatees,Hawksbill Turtles,Eastern Spiny Softshell Turtles,Caribbean Flamingos,Whiptail Lizards,Green Monkeys,Caribbean Elaenias,White-winged Swallows,Caribbean Martins,Rufous-throated Solitaires,Cave Swallows,Brown-throated Parakeets,Gray-breasted Martins,Black-faced Grassquits,Red-legged Honeycreepers,Lesser Antillean Bullfinches,Antillean Euphonias,Antillean Tanagers,Black-whiskered Vireos,Brown-crested Flycatchers,Caribbean Cuckoos,Smooth-billed Anis,Mangrove Cuckoos,White-collared Swifts,Antillean Piculets,Bridled Quail-Doves,Antillean Nighthawks,Caribbean Elaenias,White-crowned Pigeons,Bananaquits,Scaly-breasted Thrashers
Belarus;Wolf,Fox,Wild Boar,Red Deer,Roe Deer,Elk,Beaver,Badger,Marten,Wild Cat,Hedgehog,Lynx,Otter,Weasel,Mole,Muskrat,Squirrel,Hare,Roe,Stoat,Polecat,Brown Bear,Racoon Dog,Marmot,Mink,Water Vole,Capercaillie,Black Grouse,Hazel Grouse,White-tailed Eagle,Golden Eagle,White-tailed Sea Eagle,Osprey,Honey Buzzard,Red Kite,Hobby,Peregrine Falcon,Saker Falcon,Long-eared Owl,Short-eared Owl,Tawny Owl,Barn Owl,Great Grey Owl,Little Owl,Pygmy Owl,White-backed Woodpecker,Grey-headed Woodpecker,Black Woodpecker,Three-toed Woodpecker,White-winged Woodpecker,Grey Wagtail,Pied Wagtail,White Wagtail,Tree Pipit,Red-breasted Flycatcher,Red-throated Pipit,Red-throated Thrush,Fieldfare,Ring Ouzel,Great Tit,Blue Tit,Marsh Tit,Willow Tit,Coal Tit,Long-tailed Tit,Crested Tit,Nuthatch,Treecreeper,Jay,Magpie,Jackdaw,Rook,Carrion Crow,Hooded Crow,Raven,Starling,House Sparrow,Tree Sparrow,Chaffinch,Brambling,Bullfinch,Greenfinch,Goldfinch,Siskin,Linnet,Redpoll,Crossbill,Cuckoo,Swift,Kingfisher,Hoopoe,Grey Heron,White Stork,Black Stork,Great Bittern,Little Bittern,Great White Egret,Little Egret,Grey-headed Swamphen,Water Rail
Belgium;Red Fox,Roe Deer,Wild Boar,European Badger,European Hare,Red Squirrel,Grey Seal,Grey Heron,White Stork,Common Buzzard,Kestrel,Great Crested Grebe,Little Grebe,Black-headed Gull,Common Tern,Common Kingfisher,Grey Wagtail,Common Starling,House Sparrow,Great Tit,Blue Tit,Long-tailed Tit,Marsh Tit,Coal Tit,Treecreeper,Red-backed Shrike,Green Woodpecker,Great Spotted Woodpecker,Lesser Spotted Woodpecker,Eurasian Jay,Magpie,Hooded Crow,Carrion Crow,Common Raven,Eurasian Skylark,Barn Swallow,Common Swift,Common Cuckoo,Barn Owl,Tawny Owl,Long-eared Owl,Little Owl,Red Kite,Eurasian Hobby,Common Kestrel,Eurasian Hobby,European Bee-eater,European Roller,Common Nightingale,Common Redstart,Black Redstart,Whinchat,European Stonechat,Eurasian Blackcap,Garden Warbler,Blackcap,Wood Warbler,Chiffchaff,Goldcrest,Firecrest,Spotted Flycatcher,Long-tailed Duck,Common Pochard,Tufted Duck,Great Crested Grebe,Little Grebe,Black-necked Grebe,Great Cormorant,Grey Heron,Little Egret,Mute Swan,Greylag Goose,Canada Goose,Shelduck,Mallard,Teal,Pintail,Shoveler,Red-breasted Merganser,Goosander,Red-legged Partridge,Grey Partridge,Pheasant,Water Rail,Moorhen,Coot,Oystercatcher,Avocet,Black-headed Gull,Common Gull,Lesser Black-backed Gull,Herring Gull,Great Black-backed Gull,Common Tern,Sandwich Tern,Common Guillemot,Razorbill,Little Auk,Common Kingfisher,Common Sandpiper
Belize;Jaguar,Tapir,Howler Monkey,Spider Monkey,Ocelot,Puma,Margay,Cougar,Collared Peccary,White-tailed Deer,Baird's Tapir,Manatee,Crocodile,Iguana,Boa Constrictor,Green Iguana,Anaconda,Fer-de-Lance,Macaw,Harpy Eagle,King Vulture,Scarlet Macaw,Scarlet Ibis,Jabiru Stork,Wood Stork,Roseate Spoonbill,Magnificent Frigatebird,Blue-footed Booby,Brown Pelican,Osprey,White Hawk,Great Blue Heron,Little Blue Heron,Tricolored Heron,Great Egret,Snowy Egret,Cattle Egret,Green Heron,Black Vulture,Turkey Vulture,Grey Hawk,Laughing Falcon,American Kestrel,Crested Caracara,Yellow-headed Caracara,Barn Owl,Spectacled Owl,Belted Kingfisher,Keel-billed Toucan,Orange-chinned Parakeet,Red-lored Parrot,Yellow-headed Parrot,Green-throated Mango,Rufous-tailed Hummingbird,White-bellied Emerald,Rufous-breasted Spinetail,Great Curassow,Black-headed Trogon,Violaceous Trogon,White-collared Manakin,Red-legged Honeycreeper,Blue-black Grassquit,White-winged Dove,White-tipped Dove,Orange-breasted Falcon,Bat Falcon,Olive-backed Euphonia,White-lored Gnatcatcher,Boat-billed Flycatcher,Great Antshrike,Barred Antshrike,Great Kiskadee,Tropical Kingbird,Social Flycatcher,Masked Tityra,Black-crowned Tityra,Rufous-tailed Jacamar,Laughing Falcon,Great Tinamou,Limpkin,Muscovy Duck,Black-bellied Whistling Duck,Jabiru,White Ibis,Black-bellied Whistling Duck,Muscovy Duck,Limpkin,Great Tinamou,Laughing Falcon,Rufous-tailed Jacamar,Black-crowned Tityra,Masked Tityra,Social Flycatcher,Tropical Kingbird,Great Kiskadee,Barred Antshrike,Great Antshrike,Boat-billed Flycatcher,White-lored Gnatcatcher,Olive-backed Euphonia
Benin;Gorilla,Chimpanzee,Lion,Elephant,Buffalo,Hippopotamus,Warthog,Baboon,Bushbuck,Bushpig,Bushbaby,Oribi,Red River Hog,Roan Antelope,Hartebeest,Waterbuck,Bush Duiker,Red-flanked Duiker,Maxwell's Duiker,Western Giant Eland,Kob,Reedbuck,Sitatunga,Bohor Reedbuck,Impala,Guereza,Patas Monkey,Vervet Monkey,Colobus Monkey,Mangabey,Green Monkey,West African Red Colobus,Mona Monkey,Pangolin,Aardvark,Genet,Civet,Serval,African Wild Cat,African Wild Dog,Jackal,Wolf,Hyena,Mongoose,Porcupine,Hare,Rock Hyrax,Slender Mongoose,Side-striped Jackal,Marsh Mongoose,Banded Mongoose,Honey Badger,African Wild Ass,African Wild Horse,Roan,Hartebeest,Red-fronted Gazelle,Oribi,Ussuri Dhole,Caracal,Cheetah,African Civet,African Palm Civet,Honey Guide,Hornbill,Barbary Falcon,Fish Eagle,Secretary Bird,Bat Hawk,Pel's Fishing Owl,Grey Parrot,Great Blue Turaco,African Grey Parrot,Red-cheeked Cordon Bleu,Grey-headed Kingfisher,Black-headed Gonolek,Black-crowned Tchagra,Black-bellied Bustard,Denham's Bustard,Black-shouldered Kite,White-backed Vulture,Lappet-faced Vulture,Hooded Vulture,White-headed Vulture,White-bellied Bustard,Martial Eagle,Bateleur,Black Kite,Palm-nut Vulture,White-faced Whistling Duck,Spur-winged Goose,Spur-winged Lapwing,Wattled Crane,Grey Kestrel,Grey-headed Kingfisher,Rock Pratincole,Black Crake,African Jacana,Spur-winged Plover,Senegal Lapwing
Bermuda;Atlantic Spotted Dolphin,Humpback Whale,Sperm Whale,Fin Whale,Long-Finned Pilot Whale,Bottlenose Dolphin,Spinner Dolphin,Common Dolphin,Striped Dolphin,Rough-Toothed Dolphin,Clymene Dolphin,Risso's Dolphin,Atlantic White-Sided Dolphin,Fraser's Dolphin,Pygmy Killer Whale,False Killer Whale,Killer Whale,Northern Right Whale Dolphin,Harbor Porpoise,Atlantic White-Beaked Dolphin,Rough-Toothed Whale,Cuvier's Beaked Whale,Blainville's Beaked Whale,Northern Bottlenose Whale,Sowerby's Beaked Whale,True's Beaked Whale,Gervais' Beaked Whale,Pygmy Sperm Whale,Dwarf Sperm Whale,Longman's Beaked Whale,Striped Marlin,Blue Marlin,White Marlin,Sailfish,Wahoo,Mahi-Mahi,Barracuda,Tuna,Triggerfish,Grouper,Snapper,Jacks,Mackerel,Bonito,Sharks,American Eel,Loggerhead Turtle,Hawksbill Turtle,Green Turtle,Leatherback Turtle,Atlantic Horseshoe Crab,Hermit Crabs,Blue Crabs,Lobster,Spiny Lobster,Sand Dollars,Sea Urchins,Sea Cucumbers,Sea Squirts,Starfish,Sea Anemones,Corals,Sea Pens,Jellyfish,Sea Spiders,Sea Snakes,Sea Slugs,Octopus,Squid,Cuttlefish,Sea Snails,Sea Biscuits,Sea Cucumbers,Sea Lilies,Sea Urchins,Sea Worms,Sea Grass,Seaweed,Manatee,Flamingo,Roseate Tern,Royal Tern,Sandwich Tern,Common Tern,Black-Capped Petrel,Bermuda Petrel,White-Tailed Tropicbird,Magnificent Frigatebird,Brown Booby,Masked Booby,Red-Footed Booby,Great Egret,Snowy Egret,Little Blue Heron,Great Blue Heron,Great White Heron,White Ibis,Glossy Ibis,Osprey,Peregrine Falcon
Bhutan;Snow leopard,Bengal tiger,Himalayan black bear,Red panda,Himalayan marmot,Himalayan tahr,Blue sheep,Musk deer,Serow,Goral,Takin,Wild yak,Wild boar,Asiatic elephant,Wild water buffalo,Grey langur,Assamese macaque,Rhesus macaque,Assamese fox,Ganges river dolphin,Golden langur,Hog badger,Tibetan fox,Red fox,Tibetan wolf,Jungle cat,Leopard cat,Marbled cat,Fishing cat,Himalayan palm civet,Common palm civet,Himalayan weasel,Stoat,Yellow-throated marten,Himalayan marten,Common otter,Smooth-coated otter,Himalayan goral,Himalayan serow,Himalayan musk deer,Himalayan thar,Himalayan blue sheep,Himalayan white-lipped deer,Barking deer,Hog deer,Sambar deer,Muntjac,Yellow-throated marten,Himalayan squirrel,Red giant flying squirrel,Eurasian red squirrel,Common porcupine,Himalayan porcupine,Indian crested porcupine,Himalayan marmots,Indian hare,Pika,Wild rabbit,Himalayan pika,Long-tailed marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot,Himalayan marmot
Bolivia;Llama,Alpaca,Vicuña,Guanaco,Tapir,Puma,Jaguar,Ocelot,Margay,Andean Cat,Giant Anteater,Spectacled Bear,Capybara,Chinchilla,Coypu,Collared Peccary,White-lipped Peccary,Paca,Agouti,Mara,Squirrel Monkey,Howler Monkey,Spider Monkey,Night Monkey,Titi Monkey,Capuchin Monkey,Red-handed Tamarin,Emperor Tamarin,Sloth,Armadillo,Giant Otter,River Otter,Giant River Otter,Neotropical Otter,Giant Armadillo,Maned Wolf,Gray Fox,Crab-eating Fox,Hoary Fox,Pampas Fox,Bush Dog,Gray Brocket Deer,Red Brocket Deer,Marsh Deer,White-tailed Deer,Pudu,White-eared Opossum,Gray Short-tailed Opossum,Long-nosed Armadillo,Three-banded Armadillo,Nine-banded Armadillo,Southern Tamandua,Giant Anteater,Rufescent Tiger Heron,Black Vulture,Turkey Vulture,Andean Condor,Harpy Eagle,Caracara,Cinereous Harrier,Savanna Hawk,Roadside Hawk,White-throated Hawk,White-tailed Hawk,Great Black Hawk,Snail Kite,King Vulture,Scarlet Macaw,Blue-and-yellow Macaw,Red-bellied Macaw,Chestnut-fronted Macaw,Military Macaw,Parakeet,Parrot,Toucan,Flamingo,Black-necked Stilt,Andean Goose,Torrent Duck,Andean Teal,Horned Screamer,Wattled Curassow,Hoatzin,Black Skimmer,American Kestrel,Aplomado Falcon,Peregrine Falcon,Bearded Guan,Crested Quetzal,Scarlet-breasted Dacnis,Green-and-black Fruiteater,White-tailed Trogon,Band-tailed Pigeon,Band-winged Nightjar,Rufous Nightjar,Lyre-tailed Nightjar,White-collared Swift,White-tipped Swift,Black-hooded Sunbeam,White-throated Hummingbird
